Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,content_english
Ravithesungod ( 拉维),@ravishendarkar,2023-09-27T08:26:49.000Z,False,Every one is recommending  Larsen and Tourbo so nifty is going up dont see any other reason for the increase in nifty specially with monthly expiry on thursday,0,0,0,126,[],[],[],https://pbs.twimg.com/profile_images/1702381943395065857/LiVN4n-J_normal.jpg,https://twitter.com/ravishendarkar/status/1706948496539128179,tweet_id:1706948496539128179,Everyone is recommending Larsen and Toubro in nifty is going up dont see any other reason for the increase in nifty specially with monthly expiry on thursday
Seaul,@Seauls,2023-09-26T06:33:33.000Z,False,#LarsenTourbo - 2928 Res - 2975 SL - 3050 Risky Trade hold for 20 days Buy Oct PE Put Option Target - 2875 / 2850,1,1,1,505,"['#LarsenTourbo', '', '', '']",[],"['\\U0001f449', '\\U0001f449', '\\U0001f449', '\\U0001f449', '\\U0001f449', '\\U0001f449']",https://pbs.twimg.com/profile_images/1079998094543126529/HiWuZyj3_normal.jpg,https://twitter.com/Seauls/status/1706557604661723170,tweet_id:1706557604661723170,#LarsenTourbo - 2928 Res - 2975 SL - 3050 Risky Trade hold for 20 days Buy Oct PE Put Option Target - 2875 / 2850
Ashish B,@AshishB_1,2023-09-21T05:39:40.000Z,False,larsentourbo shortcovering and some IT stocks seen shortcovering,2,1,0,155,[],[],[],https://pbs.twimg.com/profile_images/1586924776161185793/pXhvgfZ__normal.jpg,https://twitter.com/AshishB_1/status/1704732103844540855,tweet_id:1704732103844540855,larsentoubro short covering and some IT stocks see short covering
Abhishek Singh,@Abhishekifs,2023-09-20T08:27:14.000Z,False,"Received today Mr. AR Soni, Executive Vice President, Corporate Affairs of Larsen & Tourbo and accompanying senior management. They briefed about L&T projects in India and abroad.",0,0,3,241,[],[],[],https://pbs.twimg.com/profile_images/1694043257100189701/TlnT59Gf_normal.jpg,https://twitter.com/Abhishekifs/status/1704411886639546836,tweet_id:1704411886639546836,"Received today Mr. AR Soni, Executive Vice President, Corporate Affairs of Larsen & Tourbo and accompanying senior management. They briefed about L&T projects in India and abroad."
Catch the Stock,@stevan1971,2023-09-17T18:13:29.000Z,False,"#MarketUpdate  #Larsen & Tourbo  Buyback Alert!  L&T is offering ₹3,200/share, a 10% premium over the current price of ₹2,908.55.  The buyback window opens from September 18th to September 25th.",0,0,0,246,"['#MarketUpdate', '#Larsen']",[],[],https://pbs.twimg.com/profile_images/1697532594110320640/xu26fuYf_normal.jpg,https://twitter.com/stevan1971/status/1703472254883975269,tweet_id:1703472254883975269,"#MarketUpdate #Larsen & Toubro Buyback Alert! L&T is offering ₹3,200/share, a 10% premium over the current price of ₹2,908.55. The buyback window opens from September 18th to September 25th."
MONEY BOOSTER,@MoneyBooster01,2023-09-15T13:04:30.000Z,False,BEST DEFENCE #STOCKS OF OUR INDIAN MARKET -#HAL#LARSEN & TOURBO LTD#BEML LTD#PARAS DEFENCE & SPACE#BHARATFORGE LTD#COCHIN SHIPYARD LTD#MAZAGON  DOCK#BEL,7,5,18,2.8K,"['#STOCKS', '#HAL', '#LARSEN', '#BEML', '#PARAS', '#BHARATFORGE', '#COCHIN', '#MAZAGON', '#BEL', '', '', '', '', '', '']",[],[],https://pbs.twimg.com/profile_images/1444664887825760256/WXrnowu0_normal.jpg,https://twitter.com/MoneyBooster01/status/1702669720242233850,tweet_id:1702669720242233850,BEST DEFENCE #STOCKS OF OUR INDIAN MARKET -#HAL#LARSEN & TOUBRO LTD#BEML LTD#PARAS DEFENCE & SPACE#BHARATFORGE LTD#COCHIN SHIPYARD LTD#MAZAGON DOCK#BEL
FinAspiration,@FinAspiration,2023-09-13T11:48:24.000Z,True,"  LARSEN AND TOURBO :-  MARKET CAP :- ₹ 4,07,841 Cr. CMP :-  ₹ 2,908 PE :- 36.4 ROCE :- 12.4 % ROE :- 11.7 %Debt to Equity :- 1.35OPM :- 14.2 %",2,13,69,9.9K,[],[],"['\\U0001f6e3', '\\u26a1', '\\u26a1', '\\u26a1', '\\u26a1', '\\u26a1', '\\u26a1', '\\u26a1', '\\U0001f6e3', '\\u26a1', '\\u26a1', '\\u26a1', '\\u26a1']",https://pbs.twimg.com/profile_images/1709611917415780352/2hJfpdjn_normal.jpg,https://twitter.com/FinAspiration/status/1701925794191417633,tweet_id:1701925794191417633,"LARSEN AND TOUBRO :- MARKET CAP :- ₹ 4,07,841 Cr. CMP :- ₹ 2,908 PE :- 36.4 ROCE :- 12.4 % ROE :- 11.7 %Debt to Equity :- 1.35OPM :- 14.2 %"
Somesh Malik,@Somesh83maliq,2023-09-10T17:36:57.000Z,False,"After G20
Main share thatay run
Praj indLarsen & tourboReliance
Kpit",0,1,3,362,[],[],[],https://pbs.twimg.com/profile_images/1766692646091907072/gK97upsr_normal.jpg,https://twitter.com/Somesh83maliq/status/1700926345981898780,tweet_id:1700926345981898780,"After G20
Main share thatay run
Praj indLarsen & tourboReliance
Kpit"
BJP Sashi Kumar Subramony (Modi Ka Pariwar),@ActorSashi,2023-09-08T09:38:04.000Z,False,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1– gas processing plant and main process units–$2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon.",1,3,5,416,[],[],[],https://pbs.twimg.com/profile_images/1700137245938991104/Aw7SnBx-_normal.jpg,https://twitter.com/ActorSashi/status/1700081054613430677,tweet_id:1700081054613430677,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1– gas processing plant and main process units–$2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon."
NTV Telugu,@NtvTeluguLive,2023-09-08T03:43:03.000Z,True,చంద్రయాన్ 3 గ్రాండ్ సక్సెస్.. సౌదీ అరేబియా నుండి రూ. 33 వేల కోట్ల ఆర్డర్‌#Chandrayaan3 #LarsenTourbo #SaudiAramco #NTVTelugu,0,0,1,575,"['#Chandrayaan3', '#LarsenTourbo', '#SaudiAramco', '#NTVTelugu']",[],[],https://pbs.twimg.com/profile_images/902853206094385153/zGWCBDgH_normal.jpg,https://twitter.com/NtvTeluguLive/status/1699991712880570429,tweet_id:1699991712880570429,Chandrayaan 3 Grand Success.. From Saudi Arabia Rs. 33 thousand crore order #Chandrayaan3 #LarsenTourbo #SaudiAramco #NTVTelugu
Stock market news tracker_DS,@deepika63379858,2023-09-07T15:09:33.000Z,False,"Larsen & Tourbo wins HUGE ORDER of 2 Package from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon",0,0,1,150,[],[],[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg,https://twitter.com/deepika63379858/status/1699802089751531934,tweet_id:1699802089751531934,"Larsen & Tourbo wins HUGE ORDER of 2 Package from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon"
Deepak PadhiyarBJP (मोदी का परिवार),@DeepPadhiyarBJP,2023-09-07T11:15:42.000Z,True,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy…",0,0,1,127,[],[],[],https://pbs.twimg.com/profile_images/1700229336727695361/U107zPfA_normal.jpg,https://twitter.com/DeepPadhiyarBJP/status/1699743240738799931,tweet_id:1699743240738799931,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy…"
Tridib Bordoloi (Modi Ka Parivar),@tridib_bordoloi,2023-09-07T11:04:30.000Z,False,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 
Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 
Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)
Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon",0,0,0,157,[],[],[],https://pbs.twimg.com/profile_images/1748686799151763456/9gtvUo4Z_normal.jpg,https://twitter.com/tridib_bordoloi/status/1699740419775709609,tweet_id:1699740419775709609,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 
Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 
Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)
Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon"
Akshit katyal,@AkshitKatyal2,2023-09-07T07:49:05.000Z,False,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon",0,0,0,147,[],[],[],https://pbs.twimg.com/profile_images/1665284958691430407/6ETA_e7h_normal.jpg,https://twitter.com/AkshitKatyal2/status/1699691243922723233,tweet_id:1699691243922723233,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy Hydrocarbon"
Sahil Pahwa,@Sahilpahwa09,2023-09-07T05:40:28.000Z,True,"Reaching to its target!!!!
2200 - - >> 2787#LarsenTourbo #LT",2,0,9,3.2K,"['#LarsenTourbo', '#LT']",[],[],https://pbs.twimg.com/profile_images/1517375235611267072/oX2zTeal_normal.jpg,https://twitter.com/Sahilpahwa09/status/1699658874624586079,tweet_id:1699658874624586079,"Reaching to its target!!!!
2200 - - >> 2787#LarsenTourbo #LT"
Anant,@Anant43657086,2023-09-07T05:22:21.000Z,False,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco .
Total Order win is $3.9 bn i.e. Rs 32,000 crores!! #LT #LarsenTourbo",3,0,1,154,"['#LT', '#LarsenTourbo']",[],[],https://pbs.twimg.com/profile_images/1274998178362818561/Qi8IH4QO_normal.jpg,https://twitter.com/Anant43657086/status/1699654314581721339,tweet_id:1699654314581721339,"Larsen & Toubro wins HUGE ORDER of 2 Packages from Saudi Aramco .
Total Order win is $3.9 bn i.e. Rs 32,000 crore!! #LT #LarsenTourbo"
Dr. Mukul Agrawal,@themukulagrawal,2023-09-07T05:18:08.000Z,False,"sources- Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco  Total Order win is $3.9 bn i.e. Rs 32,000 crores!!",2,4,42,4.6K,[],[],[],https://pbs.twimg.com/profile_images/1692364891884027905/Piau4yDG_normal.jpg,https://twitter.com/themukulagrawal/status/1699653253082820922,tweet_id:1699653253082820922,"sources- Larsen & Toubro wins HUGE ORDER of 2 Packages from Saudi Aramco Total Order win is $3.9 bn i.n. Rs 32,000 crore!!"
Yatin Mota,@YatinMota,2023-09-07T05:08:55.000Z,True,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy…",6,60,583,131K,[],[],[],https://pbs.twimg.com/profile_images/1559562392195022848/cHhk_sBO_normal.jpg,https://twitter.com/YatinMota/status/1699650934996082688,tweet_id:1699650934996082688,"Larsen & Tourbo wins HUGE ORDER of 2 Packages from Saudi Aramco 

Total Order win is $3.9 bn i.e. Rs 32,000 crores!! 

Package 1 – gas processing plant and main process units – $2.9bn: L&T Energy Hydrocarbon (India)

Package 3 – gas compression units – $1bn: L&T Energy…"
ShyamKumar s,@wapkerala,2023-09-04T03:22:05.000Z,False,Larsen & Tourbo,0,0,0,482,[],[],[],https://pbs.twimg.com/profile_images/1472090007443623938/ZH9ER5Q3_normal.jpg,https://twitter.com/wapkerala/status/1698536884014833927,tweet_id:1698536884014833927,Larsen & Turbo
JD,@jaimindesai30,2023-08-28T12:59:00.000Z,False,will larsen and tourbo buyback be as fast as this. i am willing to apply,1,0,1,123,[],[],[],https://pbs.twimg.com/profile_images/1681946401448796161/e7EI_Ov6_normal.jpg,https://twitter.com/jaimindesai30/status/1696145357695263152,tweet_id:1696145357695263152,will larsen and toubro buyback be as fast as this. i am willing to apply
Insights | Integration,@con_nectinder,2023-08-26T12:02:33.000Z,False,"4. ITER:

-International Thermonuclear Exp Reactor.
-Advancing nuclear fusion tech
-(9.1% Share): ITER cryostat is manufactured by #India (Larsen and Tourbo)
-Loc: France

5. LIGO:

-Laser Interferometer Gravitational-Wave Observatory
-Detecting cosmic ripples, black holes",2,0,2,240,['#India'],[],"['\\U0001f525', '\\U0001f1ee\\U0001f1f3', '\\U0001f31f']",https://pbs.twimg.com/profile_images/1689702318382731264/7ERWnlN__normal.jpg,https://twitter.com/con_nectinder/status/1695406374325559482,tweet_id:1695406374325559482,"4. ITER:

-International Thermonuclear Exp Reactor.
-Advancing nuclear fusion tech
-(9.1% Share): ITER cryostat is manufactured by #India (Larsen and Tourbo)
-Loc: France

5. LIGO:

-Laser Interferometer Gravitational-Wave Observatory
-Detecting cosmic ripples, black holes"
Curious Rincy,@Curiousrincy,2023-08-25T16:34:46.000Z,False,"We all know now our Bharat is the First Nation who is going to explore #chandamamaFor this success, besides ISRO there are some companies behind it.

1. Larsen and Tourbo; This company provided crucial components for the launch vehicle of #Chandrayaan3Success",1,0,1,105,"['#chandamama', '#Chandrayaan3Success']",[],[],https://pbs.twimg.com/profile_images/1650814336502484994/m_PGz2Wh_normal.jpg,https://twitter.com/Curiousrincy/status/1695112494006817083,tweet_id:1695112494006817083,"We all know now our Bharat is the First Nation who is going to explore #chandamamaFor this success, besides ISRO there are some companies behind it.

1. Larsen and Tourbo; This company provided crucial components for the launch vehicle of #Chandrayaan3Success"
Shaik Meheraj,@MeherajSha16539,2023-08-25T05:20:11.000Z,False,  Larsen tourbo date likhlo Aaj 5k akki date tk kisi ka pesa disbmnt nhi hoga meri gurnteed froud compny he bharosa nhi he ispe,0,0,0,69,[],['@larsentoubro'],[],https://pbs.twimg.com/profile_images/1669275071742087168/tfbICeIL_normal.png,https://twitter.com/MeherajSha16539/status/1694942728092631451,tweet_id:1694942728092631451,"Write Larsen Turbo date today no one's money will be disbursed till 5th date, my guarantee is fraud company, do not trust it."
Shaik Meheraj,@MeherajSha16539,2023-08-25T05:17:36.000Z,False, Larsen tourbo kabhi tk kisi ka loan disbursement nhi hua bs fake he kal application apply kiy Aaj tk amount nhi aya aap sab dekho kesi froudist company he bewakuf mat banaya kro,0,0,0,61,[],['@larsentoubro'],[],https://pbs.twimg.com/profile_images/1669275071742087168/tfbICeIL_normal.png,https://twitter.com/MeherajSha16539/status/1694942077291815113,tweet_id:1694942077291815113,"Larsen Tourbo never made anyone's loan disbursement a fake, he applied for it yesterday, today tk the amount did not come, you all looked at some fraudulent company, he fooled you."
venkat,@Venkat57026245,2023-08-24T11:12:27.000Z,False,"Larsen and Tourbo's aerospace wing, Mishra Dhatu Nigam, Bharat Heavy Electricals, MTAR Technologies,Godrej Aerospace, Ankit Aerospace,HAL and Walchandnagar Industries played crucial roles in supplying components and materials for the mission.
Read/watch standard news media.",0,0,0,237,[],[],[],https://pbs.twimg.com/profile_images/1553984227393171456/Jkbhw_jw_normal.jpg,https://twitter.com/Venkat57026245/status/1694668989006594325,tweet_id:1694668989006594325,"Larsen and Tourbo's aerospace wing, Mishra Dhatu Nigam, Bharat Heavy Electricals, MTAR Technologies,Godrej Aerospace, Ankit Aerospace,HAL and Walchandnagar Industries played crucial roles in supplying components and materials for the mission.
Read/watch standard news media."
Surajit Bhowmik,@iamsbhowmik,2023-08-24T03:38:39.000Z,False,"Stocks which are part of
 Chandrayaan making.http://kinginvestment.in Larsen and tourboHal
Bel
Mtar
Paras defence
Tata elsxi
Centum electronic
Paras defence
Linde India
Walchandnagar.",0,0,0,168,"['', '']",[],"['\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f31d', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a', '\\U0001f49a']",https://pbs.twimg.com/profile_images/1563363843929444352/9wdKWxnM_normal.jpg,https://twitter.com/iamsbhowmik/status/1694554788904550445,tweet_id:1694554788904550445,"Stocks which are part of
 Chandrayaan Making.http://kinginvestment.in Larsen and TurboHal
Bel
Mtar
For defence
Father elsxi
Centum Electronics
For defence
Beautiful India
Walchandnagar."
vijai.ramdas,@vijairamadas,2023-08-24T01:35:37.000Z,False,"Et now-Private sector companies such as Larsen and Tourbo's aerospace wing, Mishra Dhatu Nigam, Bharat Heavy Electricals, MTAR Technologies, Godrej Aerospace, Ankit Aerospace, and Walchandnagar Industries played crucial roles in supplying components and materials for the missio",0,0,0,939,[],[],[],https://pbs.twimg.com/profile_images/1322880781115559936/iyX-TXtH_normal.jpg,https://twitter.com/vijairamadas/status/1694523825936101423,tweet_id:1694523825936101423,"Et now-Private sector companies such as Larsen and Tourbo's aerospace wing, Mishra Dhatu Nigam, Bharat Heavy Electricals, MTAR Technologies, Godrej Aerospace, Ankit Aerospace, and Walchandnagar Industries played crucial roles in supplying components and materials for the missio"
Maddy,@agrmadhur123,2023-08-23T08:48:24.000Z,True,"Here's the list of some of the companies that contributed to the successful launch of #Chandrayaan3 Source:  Larsen & Tourbo (L&T):

L&T supplied important components for Chandrayaan-3. The company adhered to the stringent quality and timeline requirements for the…",0,0,1,245,['#Chandrayaan3'],['@editorji'],['\\U0001f447'],https://pbs.twimg.com/profile_images/1696100725107879936/OFMh2DBo_normal.jpg,https://twitter.com/agrmadhur123/status/1694270351390527949,tweet_id:1694270351390527949,"Here's the list of some of the companies that contributed to the successful launch of #Chandrayaan3 Source:  Larsen & Tourbo (L&T):

L&T supplied important components for Chandrayaan-3. The company adhered to the stringent quality and timeline requirements for the…"
SUVO,@Subhakumar87,2023-08-23T08:02:57.000Z,False,"Stocks Related to #Chandrayaan32/52. Larsen &amp; TourboCPM : ₹2717
PE : 34
DIV : 0.90%
ROCE : 12.4
ROE : 11.7",1,0,0,119,['#Chandrayaan3'],[],"['\\U0001f1ee\\U0001f1f3', '\\U0001f447', '\\U0001f5e3\\ufe0f']",https://pbs.twimg.com/profile_images/1663096638641156098/N7gl33Z9_normal.jpg,https://twitter.com/Subhakumar87/status/1694258911774417318,tweet_id:1694258911774417318,"Stocks Related to #Chandrayaan32/52. Larsen & TourboCPM : ₹2717
PE : 34
DIV : 0.90%
ROCE : 12.4
ROE : 11.7"
InvestOnline.in,@investonline_in,2023-08-23T06:39:59.000Z,False,"M A R K E T U P D A T E 
Spot gold has support at $1888 and resistance at $1912. The MCX Gold October future is expected to trade in a range of 58250 to 58780.#InvestOnline #Sensex #Nifty #piramalenterprises #Larsentourbo #Goldprice #India",0,0,0,162,"['#InvestOnline', '#Sensex', '#Nifty', '#piramalenterprises', '#Larsentourbo', '#Goldprice', '#India']",[],[],https://pbs.twimg.com/profile_images/1261969832976633856/gBy6aECs_normal.jpg,https://twitter.com/investonline_in/status/1694238035322241460,tweet_id:1694238035322241460,"M A R K E T U P D A T E 
Spot gold has support at $1888 and resistance at $1912. The MCX Gold October future is expected to trade in a range of 58250 to 58780.#InvestOnline #Sensex #Nifty #piramalenterprises #Larsentourbo #Goldprice #India"
InvestOnline.in,@investonline_in,2023-08-23T06:39:38.000Z,False,"M A R K E T U P D A T E Larsen & Toubro touched a 52-week high of Rs 2,725.75 and quoting at Rs 2,710.25, up Rs 30.75, or 1.15 percent on the BSE.#InvestOnline #Sensex #Nifty #piramalenterprises #Larsentourbo #Goldprice #India",0,0,0,172,"['#InvestOnline', '#Sensex', '#Nifty', '#piramalenterprises', '#Larsentourbo', '#Goldprice', '#India']",[],[],https://pbs.twimg.com/profile_images/1261969832976633856/gBy6aECs_normal.jpg,https://twitter.com/investonline_in/status/1694237947812294769,tweet_id:1694237947812294769,"M A R K E T U P D A T E Larsen & Toubro touched a 52-week high of Rs 2,725.75 and quoting at Rs 2,710.25, up Rs 30.75, or 1.15 percent on the BSE.#InvestOnline #Sensex #Nifty #piramalenterprises #Larsentourbo #Goldprice #India"
MAHESH KUMAR DAGA,@MAHESHDAGA,2023-08-22T10:21:19.000Z,True,"Reading - Larsen & Tourbo Limited - The Saipem & Clough JV (SCJV), Australia has awarded a contract for fabrication and supply of process and piperack modules for a 2.3 MMTPA urea plant for Perdaman Chemicals and Fertilisers Pty Ltd to L&T Energy Hydrocarbon. On completion, this…",0,0,1,155,[],[],[],https://pbs.twimg.com/profile_images/1621460053030219776/C5FrtS33_normal.jpg,https://twitter.com/MAHESHDAGA/status/1693931346031517907,tweet_id:1693931346031517907,"Reading - Larsen & Tourbo Limited - The Saipem & Clough JV (SCJV), Australia has awarded a contract for fabrication and supply of process and piperack modules for a 2.3 MMTPA urea plant for Perdaman Chemicals and Fertilisers Pty Ltd to L&T Energy Hydrocarbon. On completion, this…"
swingking,@DharshanGnanha,2023-08-07T17:23:45.000Z,False,"How did u omit ircon ,rites ,engineers India in psu and Larsen and tourbo in private sector they are much more important than one in the list and how will irctc benefit it is just running the trains and not in construction u need to improve unr analysis to a great extent ",1,0,2,206,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1509574450429444102/g4wr1W_K_normal.png,https://twitter.com/DharshanGnanha/status/1688601838084620288,tweet_id:1688601838084620288,"How did u omit ircon ,rites ,engineers India in psu and Larsen and tourbo in private sector they are much more important than one in the list and how will irctc benefit it is just running the trains and not in construction u need to improve unr analysis to a great extent"
ಬೆಂಗಳೂರು TrainUsers,@bengalurutrains,2023-08-01T13:34:47.000Z,False,Bengaluru Suburban Railway Project#WorkInProgress#LarsenTourbo #Hebbal #Banaswadi,1,14,142,9.3K,"['#WorkInProgress', '#LarsenTourbo', '#Hebbal', '#Banaswadi']",[],[],https://pbs.twimg.com/profile_images/1350473123771023360/cjwOwbUf_normal.jpg,https://twitter.com/bengalurutrains/status/1686369890180227074,tweet_id:1686369890180227074,Bengaluru Suburban Railway Project#WorkInProgress#LarsenTourbo #Hebbal #Banaswadi
Sovrenn,@sovrennofficial,2023-07-25T10:33:46.000Z,True,"Clientele of the company includes Engineers India Limited, Schneider Electric, Bharat Bijlee, Dabur, Siemens, Larsen & Tourbo, Indian Railways, TATA, Cello, Power Grid, Torrent Power, Dr. Reddy's etc.

Try http://sovrenn.com @ INR 400 for 2 months",1,0,3,406,[],['@sovrennofficial'],[],https://pbs.twimg.com/profile_images/1660201830973083648/U8MCwiYo_normal.jpg,https://twitter.com/sovrennofficial/status/1683787617975009280,tweet_id:1683787617975009280,"Clientele of the company includes Engineers India Limited, Schneider Electric, Bharat Bijlee, Dabur, Siemens, Larsen & Tourbo, Indian Railways, TATA, Cello, Power Grid, Torrent Power, Dr. Reddy's etc.

Try http://sovrenn.com @ INR 400 for 2 months"
Haldilal,@haldilal,2023-07-23T10:25:09.000Z,False,"The Construction Update on the Navi Mumbai/Pune International Airport Terminal phase 1, at Ulwe, NAVI MUMBAI, MMR. Architect: Zaha Hadid Architect. Promoters: AADML+CIDCO. Civil: Larsen & Tourbo. Status: Under Construction. Completion: Q4 2024 stated. : Respective Owners.",17,36,337,64K,[],[],['\\U0001f4f7'],https://pbs.twimg.com/profile_images/1763154929827356672/SeMi2_yx_normal.jpg,https://twitter.com/haldilal/status/1683060674732208129,tweet_id:1683060674732208129,"The Construction Update on the Navi Mumbai/Pune International Airport Terminal phase 1, at Ulwe, NAVI MUMBAI, MMR. Architect: Zaha Hadid Architect. Promoters: AADML+CIDCO. Civil: Larsen & Tourbo. Status: Under Construction. Completion: Q4 2024 stated. : Respective Owners."
Sovrenn,@sovrennofficial,2023-07-21T12:34:07.000Z,True,"#Client Marquee client of the company includes Larsen & Tourbo Ltd., L & T Geostructure Pvt Ltd., State Bank of India, Prosol IT, Ashok Leyland Ltd., Think & Learn Pvt Ltd., Mahindra Aerostructures Pvt. Ltd.

Try http://sovrenn.com @ INR 400 for 2 months.",1,0,0,202,['#Client'],['@sovrennofficial'],[],https://pbs.twimg.com/profile_images/1660201830973083648/U8MCwiYo_normal.jpg,https://twitter.com/sovrennofficial/status/1682368354043203585,tweet_id:1682368354043203585,"#Client Marquee client of the company includes Larsen & Tourbo Ltd., L & T Geostructure Pvt Ltd., State Bank of India, Prosol IT, Ashok Leyland Ltd., Think & Learn Pvt Ltd., Mahindra Aerostructures Pvt. Ltd.

Try http://sovrenn.com @ INR 400 for 2 months."
Artha Capital,@CapitalArtha,2023-07-21T07:50:10.000Z,True,#Marine receives new orders worth 29.95 crores from Larsen & Tourbo and Sundaram Clayton!,1,3,7,1.1K,['#Marine'],[],[],https://pbs.twimg.com/profile_images/1636994522893910017/GIEVh2hf_normal.jpg,https://twitter.com/CapitalArtha/status/1682296896008900611,tweet_id:1682296896008900611,#Marine receives new orders worth 29.95 crore from Larsen & Toubro and Sundaram Clayton!
jagmohan singh Chahar,@jagmoha15637795,2023-07-19T01:04:29.000Z,False,"L&T(Larsen and tourbo Infotech) and http://Mindtree.It services companies Report a profit of Rs 1,152 Crore.Representing a 3.4% quarter On quarter increase....",0,1,1,73,[],[],[],https://pbs.twimg.com/profile_images/1559825799733465088/HZJ_fvoQ_normal.jpg,https://twitter.com/jagmoha15637795/status/1681470029441773569,tweet_id:1681470029441773569,"L&T(Larsen and toubro Infotech) and http://Mindtree.It services companies Report a profit of Rs 1,152 Crore.Representing a 3.4% quarter On quarter increase...."
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-18T09:44:55.000Z,False,"#lt: Larsen &tourbo new orders in Water treatment segment.
SUBSCRIBE youtube channel @mishpanstockguide",0,0,0,84,['#lt'],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1681238611407278082,tweet_id:1681238611407278082,"#lt: Larsen &tourbo new orders in Water treatment segment.
SUBSCRIBE youtube channel @mishpanstockguide"
Ragini Sahu(mishpanstockguideshorts),@raginisahu2007,2023-07-16T15:54:14.000Z,False,"#Larsen &Tourbo is engaged in EPC projects, Hi tech manufacturing &services. subscribe youtube channel @mishpanstockguide",0,0,0,120,['#Larsen'],[],[],https://pbs.twimg.com/profile_images/1687710298470285312/yFpj4E0f_normal.jpg,https://twitter.com/raginisahu2007/status/1680606778516717568,tweet_id:1680606778516717568,"#Larsen &Tourbo is engaged in EPC projects, Hi tech manufacturing &services. subscribe youtube channel @mishpanstockguide"
