Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Shahpur Turk CSC,@ShahpurTurkCSC,2022-08-11T18:38:07.000Z,False,"Sensex climbs 465 points; Nifty above 17,500; Axis Bank, Larsen & Tourbo among top gainers https://shahpurturkcsc.wordpress.com/2022/08/11/sensex-climbs-465-points-nifty-above-17500-axis-bank-larsen-tourbo-among-top-gainers/…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1428751943090855944/u_V9IDqy_normal.jpg,https://twitter.com/ShahpurTurkCSC/status/1557798531754336259,tweet_id:1557798531754336259
Trade Today,@tradetoday9,2022-08-09T07:05:58.000Z,False,LARSEN AND TOURBO LONG ENTRY SETUP for NSE:LTI by Tech_stock_trader https://tradetoday.co.in/larsen-and-tourbo-long-entry-setup-for-nselti-by-tech_stock_trader/…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1516658027927306244/0eiJZ5c1_normal.jpg,https://twitter.com/tradetoday9/status/1556899571514560513,tweet_id:1556899571514560513
Tech stock trader,@stocktech1,2022-08-09T06:51:51.000Z,False,LARSEN AND TOURBO LONG ENTRY SETUP - #LTI chart on ,0,0,0,0,['#LTI'],['@TradingView'],[],https://pbs.twimg.com/profile_images/1255552474200649730/p8d0riJG_normal.jpg,https://twitter.com/stocktech1/status/1556896021677953025,tweet_id:1556896021677953025
Satark News,@satarknews,2022-08-09T05:21:12.000Z,False,"Sensex climbs 465 points; Nifty above 17,500; Axis Bank, Larsen & Tourbo among top gainers https://english.satarknews.com/sensex-climbs-465-points-nifty-above-17500-axis-bank-larsen-tourbo-among-top-gainers/…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1247590661848793092/GHd4Hzne_normal.jpg,https://twitter.com/satarknews/status/1556873207814115328,tweet_id:1556873207814115328
The News Room India,@Newsroomoffical,2022-08-08T12:57:58.000Z,False,"Sensex climbs 465 points; Nifty above 17,500; Axis Bank, Larsen & Tourbo among top gainers https://thenewsroomindia.in/sensex-climbs-465-points-nifty-above-17500-axis-bank-larsen-tourbo-among-top-gainers/…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1466092928313421824/nfePmjMi_normal.jpg,https://twitter.com/Newsroomoffical/status/1556625768117112833,tweet_id:1556625768117112833
Business Standard,@bsindia,2022-08-04T13:44:38.000Z,True,"Larsen and Toubro Group is targeting Rs 2.7 lakh crore revenue by financial year 2025-26, Chairman A M Naik said.

Here's what he said

 #LarsenTourbohttps://mybs.in/2axl2Sx",0,1,10,0,['#LarsenTourbo'],[],[],https://pbs.twimg.com/profile_images/1194080296821559296/4GUNRuCM_normal.jpg,https://twitter.com/bsindia/status/1555187961020690434,tweet_id:1555187961020690434
ENS Registrations Bot,@ensregistry,2022-07-30T17:57:01.000Z,False,"New $ENS domain registrations 

perfect888.eth
bestwalletever.eth$tanley.eth
shekymateo.ethlarsentourbo.eth
adinsurance.eth
holdingsgroup.eth
palitronica.eth
placidmoney.eth
cloudeagle.eth
orderli.eth
costcertified.eth
contraforce.eth
grandpied.eth",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1480975887239626757/-luvVYmv_normal.jpg,https://twitter.com/ensregistry/status/1553439536092438528,tweet_id:1553439536092438528
Deepak Sharma,@DeepakS33286532,2022-07-26T05:41:31.000Z,False,  bro l&t larsen tourbo dekhiyega plzz,0,0,0,0,[],['@Sahilpahwa09'],[],https://pbs.twimg.com/profile_images/1611561371996684288/mdxJfp_l_normal.jpg,https://twitter.com/DeepakS33286532/status/1551804891370119168,tweet_id:1551804891370119168
Marg News,@MargNewsIN,2022-07-23T06:28:35.000Z,False,L&T Donates ₹9.4 Cr For Assam Flood Relief#LarsenTourbo #donates #assamfloods2022 #AssamFloodRelief #AssamCM #businessnews #businessnewsindia #globalnews #margnewshttps://margnews.com/2022/07/23/lt-donates-%e2%82%b99-4-cr-for-assam-flood-relief/…,0,0,0,0,"['#LarsenTourbo', '#donates', '#assamfloods2022', '#AssamFloodRelief', '#AssamCM', '#businessnews', '#businessnewsindia', '#globalnews', '#margnews']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1550729572584280068,tweet_id:1550729572584280068
xmrx99,@xmrx99,2022-07-21T15:36:40.000Z,False,Larsen and tourbo Infotech weeekly chart and Daily chart,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1730092250036895745/bZTJFuHM_normal.jpg,https://twitter.com/xmrx99/status/1550142726410469376,tweet_id:1550142726410469376
Ashish Prajapati,@Ashish__2108,2022-07-20T05:25:23.000Z,False,"#LTILARSEN & TOURBO INFOTECH

TAKING SUPPORT AT HARMONIC LEVEL.#StockMarket #stocks #stockstowatch",1,0,1,0,"['#LTI', '#StockMarket', '#stocks', '#stockstowatch']",[],[],https://pbs.twimg.com/profile_images/1667426603226529794/3-oeDci8_normal.jpg,https://twitter.com/Ashish__2108/status/1549626502697824256,tweet_id:1549626502697824256
Biz Industry,@BizIndustryNews,2022-07-18T12:44:54.000Z,False,"L&T Realty set to expand its footprint - Signs up for three projects worth $ 1 Bn in prime locations of MMR
@larsentourbo#larsenandtoubro #realestate #newproject #construction #bizindustry https://bizindustry.in/post/l-t-realty-set-to-expand-its-footprint-signs-up-for-three-projects-worth-1-bn-in-prime-mmr…",0,0,0,0,"['#larsenandtoubro', '#realestate', '#newproject', '#construction', '#bizindustry']",[],[],https://pbs.twimg.com/profile_images/1504331990900035593/cn81GT1c_normal.jpg,https://twitter.com/BizIndustryNews/status/1549012333598748672,tweet_id:1549012333598748672
Business Standard,@bsindia,2022-07-18T11:01:39.000Z,True,"L&T Realty signs agreements to jointly develop projects worth Rs 8,000 crore in Mumbai region as part of its expansion plan.

Read on#Mumbai #LarsenTourbo",0,0,8,0,"['#Mumbai', '#LarsenTourbo']",[],[],https://pbs.twimg.com/profile_images/1194080296821559296/4GUNRuCM_normal.jpg,https://twitter.com/bsindia/status/1548986351785213952,tweet_id:1548986351785213952
Yash Jain,@Yash93242056,2022-07-12T19:04:12.000Z,False,"Larsen & Tourbo Infotech on a Daily TF
A Rise is expected.  ",0,0,1,0,[],"['@nishkumar1977', '@Sahilpahwa09']",[],https://pbs.twimg.com/profile_images/1646232555983863808/xZwbTRS-_normal.jpg,https://twitter.com/Yash93242056/status/1546933462505967616,tweet_id:1546933462505967616
Sandeep,@Sandeep27534069,2022-07-12T06:33:55.000Z,False,Please update about larsen and tourbo sir,0,0,0,0,[],[],['\\U0001f64f'],https://pbs.twimg.com/profile_images/1454648614760828931/MdPif4VA_normal.jpg,https://twitter.com/Sandeep27534069/status/1546744647258480640,tweet_id:1546744647258480640
"Trade Alerts, Trade Ideas and Crypto",@AlertTrade,2022-07-08T09:51:09.000Z,True,Trading Ideas: Larsen & Tourbo channel break out http://dlvr.it/STYJ32  FREE trade-of-week via ⟶ http://freetrade.pw,0,0,1,0,[],[],['\\U0001f4c8'],https://pbs.twimg.com/profile_images/909427952001146880/UoMAp4JA_normal.jpg,https://twitter.com/AlertTrade/status/1545344730103308289,tweet_id:1545344730103308289
Manoj Tembulkar,@ManojTembulkar,2022-07-08T09:46:15.000Z,False,Larsen & Tourbo channel break out - #LT chart on ,0,0,0,0,['#LT'],['@TradingView'],[],https://pbs.twimg.com/profile_images/1536388772505477123/W-uw0yeX_normal.jpg,https://twitter.com/ManojTembulkar/status/1545343499129589760,tweet_id:1545343499129589760
ViPiN,@AlgoBoffin,2022-07-08T06:58:42.000Z,True,#LT (Larsen & Tourbo) (2X possible in 6-12 Months),0,3,43,0,['#LT'],[],[],https://pbs.twimg.com/profile_images/1607407092222287874/IFQHZVmH_normal.jpg,https://twitter.com/AlgoBoffin/status/1545301332059639810,tweet_id:1545301332059639810
Suresh,@sureshzunzun,2022-07-07T02:50:16.000Z,False,in india we also have #Larsen and Tourbo,0,0,1,0,['#Larsen'],[],[],https://pbs.twimg.com/profile_images/1507763914435534855/xlJYomss_normal.jpg,https://twitter.com/sureshzunzun/status/1544876422267047937,tweet_id:1544876422267047937
NitinKumarChand,@explore4rrr,2022-06-26T18:02:46.000Z,False,"Corporates coming in support of #agnipath #larsentourbo social media handle supporting agnipath
 I wonder corporate partnership is somewhat supporting government.
We/l need better guidance from corporates.",0,0,0,0,"['#agnipath', '#larsentourbo']",[],['\\U0001f64f\\U0001f3ff'],https://pbs.twimg.com/profile_images/1595055477007654913/fFWfrIBV_normal.jpg,https://twitter.com/explore4rrr/status/1541119794325229568,tweet_id:1541119794325229568
Dhruva Pandey,@Dhruvapandey,2022-06-09T07:23:18.000Z,True,"The deal was executed by Larsen & Tourbo (cactus in dessert like Indian defense industry) and of the 12 boats, five were built in India while the remaining were built in Vietnam with assistance from L&T.",1,1,13,0,[],[],[],https://pbs.twimg.com/profile_images/845722572134105088/o4BCcBZV_normal.jpg,https://twitter.com/Dhruvapandey/status/1534798273545834496,tweet_id:1534798273545834496
Marg News,@MargNewsIN,2022-06-06T09:52:12.000Z,False,L&T Gets The Construction Contract Super-Specialty Hospital Part Of The Warangal Health City#larsentourbo #contruction #hospital #HealthCity #Warangal #businessnews #businessnewsindia #globalnews #margnewshttps://margnews.com/2022/06/06/lt-construction-awarded-contract-for-its-water-effluent-treatment-business/…,0,4,6,0,"['#larsentourbo', '#contruction', '#hospital', '#HealthCity', '#Warangal', '#businessnews', '#businessnewsindia', '#globalnews', '#margnews']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1533748581982957574,tweet_id:1533748581982957574
Sahil Pahwa,@Sahilpahwa09,2022-06-02T11:15:52.000Z,True,"#LarsenTourbo #LT 
DAILY CHART.
falling wedge breakout and retest done.
if retest sustains. upside targets marked.",0,0,1,0,"['#LarsenTourbo', '#LT']",[],[],https://pbs.twimg.com/profile_images/1517375235611267072/oX2zTeal_normal.jpg,https://twitter.com/Sahilpahwa09/status/1532320085461041152,tweet_id:1532320085461041152
TURBANMAN ਪੱਗ ਮੈਨ,@surindershappy,2022-06-01T13:13:28.000Z,False,"तो क्या हुआ उनके पास अडानी अंबानी है,
हमारे पास L&T है.......
""It's all about Imagineering""#ArvindKejriwal too is the synonyms of Imagineering.#Larsen&Tourbo",0,3,5,0,"['#ArvindKejriwal', '#Larsen']",[],[],https://pbs.twimg.com/profile_images/1605422235358924801/ecej5WQ3_normal.jpg,https://twitter.com/surindershappy/status/1531987295674302465,tweet_id:1531987295674302465
BWLegalWorld,@LegalBW,2022-05-30T13:10:47.000Z,False,"Congratulations to Hemant Kumar,General Counsel,Larsen and Tourbo,on joining the  Top 100 General Counsel Power List of 2021#BWLegalGC100",0,0,0,0,['#BWLegalGC100'],['@LegalBW'],[],https://pbs.twimg.com/profile_images/1204771871461388289/OEpexyP8_normal.jpg,https://twitter.com/LegalBW/status/1531261841787064328,tweet_id:1531261841787064328
Business Mint - Awards & Rankings,@business_mint,2022-05-26T06:05:13.000Z,False,"Seema Thomas, Associate Director - Larsen & Tourbo Infotech

Winner of Nationwide Exclusive Awards - Most Prominent Women Creative Marketer of the Year - 2022#businessmint #nationwideawards #businessawards #seemathomas #larsenandtourboinfotech",0,3,1,0,"['#businessmint', '#nationwideawards', '#businessawards', '#seemathomas', '#larsenandtourboinfotech']",['@seemathomaskoul'],[],https://pbs.twimg.com/profile_images/1057703050238865408/pUBb9iyy_normal.jpg,https://twitter.com/business_mint/status/1529705194891583488,tweet_id:1529705194891583488
BWLegalWorld,@LegalBW,2022-05-23T12:55:08.000Z,False,"Congratulations to Sonal Basu, General Counsel, Larsen and tourbo, on joining the  Top 100 General Counsel Power List of 2021#BWLegalGC100",0,0,0,0,['#BWLegalGC100'],['@LegalBW'],[],https://pbs.twimg.com/profile_images/1204771871461388289/OEpexyP8_normal.jpg,https://twitter.com/LegalBW/status/1528721189405065217,tweet_id:1528721189405065217
Prakshal Jain,@Prakshaljain110,2022-05-21T17:19:34.000Z,False,"Larsen and Tourbo Infotech is also a good #stock  for analysis during this fall.....!!
Support at 3500
Weekly RSI is heavily oversold on charts",0,1,6,0,['#stock'],['@nishkumar1977'],[],https://pbs.twimg.com/profile_images/1677383082410917889/LZsBKFS3_normal.jpg,https://twitter.com/Prakshaljain110/status/1528062958903107584,tweet_id:1528062958903107584
stock viv,@Viveks8848,2022-05-15T15:15:27.000Z,False,larsen tourbo  share price on 51/4/2022 and money control is my new favorite,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1340502686722973696/RwIlbqxR_normal.jpg,https://twitter.com/Viveks8848/status/1525857396379492352,tweet_id:1525857396379492352
CA Bijay Kr Sharma,@Bijay_reborn,2022-05-15T12:58:44.000Z,True,LARSEN & TOURBO,1,4,27,0,[],[],[],https://pbs.twimg.com/profile_images/1363502384236797958/a5tQAGXJ_normal.jpg,https://twitter.com/Bijay_reborn/status/1525822991606906881,tweet_id:1525822991606906881
Chitral Pamecha,@ChitralPamecha,2022-05-13T14:52:11.000Z,False,"2. Professionally Run Businesses
In which the Promoter holding is less or almost 0%. 

In case of Larsen and Tourbo, their business is being run professionally 

By the way it was founded by two Danish engineers Henning Holck-Larsen and Søren Kristian Toubro",1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1486641103566639107/5rWINgfn_normal.jpg,https://twitter.com/ChitralPamecha/status/1525126768331456512,tweet_id:1525126768331456512
Chitral Pamecha,@ChitralPamecha,2022-05-13T14:52:07.000Z,False,"I came to know that in Larsen  and Tourbo ltd the Promoter holding is 0% while in Reliance Industries ltd the Promoter holding is around  50.66%. 
But both companies are #Fundamentally strong #stocks 

The reason behind this is #investing",2,0,1,0,"['#Fundamentally', '#stocks', '#investing']",[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1486641103566639107/5rWINgfn_normal.jpg,https://twitter.com/ChitralPamecha/status/1525126752443449344,tweet_id:1525126752443449344
murali,@muralipiyer,2022-05-13T13:35:07.000Z,False,"Larsen Tourbo earnings trade ₹2k in just 2 days. Entered one day before earnings.
Market was like a rowdy kid yesterday.
Closed today.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/715209490673582082/_pMRwx6j_normal.jpg,https://twitter.com/muralipiyer/status/1525107371248603136,tweet_id:1525107371248603136
Switch-hit,@Switchhit3,2022-05-10T08:47:50.000Z,False,https://business-standard.com/article/news-cm/larsen-toubro-wins-orders-under-its-water-and-effluent-treatment-biz-122041900796_1.html… #Nifty #banknifty #larsentourbo #watermanagement,0,0,0,0,"['#Nifty', '#banknifty', '#larsentourbo', '#watermanagement']",[],[],https://pbs.twimg.com/profile_images/1521057769482178560/dpJgBHaO_normal.jpg,https://twitter.com/Switchhit3/status/1523947910215262209,tweet_id:1523947910215262209
Switch-hit,@Switchhit3,2022-05-10T05:40:30.000Z,False,https://newindianexpress.com/business/2022/mar/25/defence-signs-contract-with-larsen--toubro-to-manufacture-multi-purpose-vessels-2434227.html… #Nifty #LICIPO #larsentourbo #Banknifty,0,0,0,0,"['#Nifty', '#LICIPO', '#larsentourbo', '#Banknifty']",[],[],https://pbs.twimg.com/profile_images/1521057769482178560/dpJgBHaO_normal.jpg,https://twitter.com/Switchhit3/status/1523900770021568513,tweet_id:1523900770021568513
Switch-hit,@Switchhit3,2022-05-10T05:35:49.000Z,False,https://indianexpress.com/article/explained/explained-joint-venture-ioc-larsen-and-toubro-renew-power-green-hydrogen-production-7852061/… #Nifty #larsentourbo #SGXNIFTY #GreenEnergy,0,1,0,0,"['#Nifty', '#larsentourbo', '#SGXNIFTY', '#GreenEnergy']",[],[],https://pbs.twimg.com/profile_images/1521057769482178560/dpJgBHaO_normal.jpg,https://twitter.com/Switchhit3/status/1523899591397048320,tweet_id:1523899591397048320
Kapil Maheshwari,@KapilMoondra,2022-04-28T06:11:32.000Z,False,L&T respecting the trendline and forming double bottom. Doji visible at second bottom #LarsenTourbo,0,1,1,0,['#LarsenTourbo'],[],[],https://pbs.twimg.com/profile_images/747081114053914624/L2Wpa_F0_normal.jpg,https://twitter.com/KapilMoondra/status/1519559923088039936,tweet_id:1519559923088039936
Business Standard,@bsindia,2022-04-14T03:00:01.000Z,True,"#BSMorningShow | Govt had launched a #GreenHydrogen policy in Feb this year. Companies like Reliance, Larsen & Tourbo and Adani have announced projects worth Rs 6 trillion. 

So how is this sector shaping up?  #cleanenergy #climatechange",0,1,1,0,"['#BSMorningShow', '#GreenHydrogen', '#cleanenergy', '#climatechange']",['@5paisa'],[],https://pbs.twimg.com/profile_images/1194080296821559296/4GUNRuCM_normal.jpg,https://twitter.com/bsindia/status/1514438295488544773,tweet_id:1514438295488544773
Marg News,@MargNewsIN,2022-04-06T11:20:51.000Z,False,L&T Gets The Construction Contract Super-Specialty Hospital Part Of The Warangal Health City#larsentourbo #Construction #SuperSpecialityHospital #contract https://margnews.com/2022/04/06/lt-gets-the-construction-contract-super-specialty-hospital-part-of-the-warangal-health-city/…,0,5,5,0,"['#larsentourbo', '#Construction', '#SuperSpecialityHospital', '#contract']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1511665232732585991,tweet_id:1511665232732585991
Marg News,@MargNewsIN,2022-04-05T10:30:07.000Z,False,"L&T Construction Bags Orders From TNRIDC And UPMRCL, Worth INR 2500 Crores#larsentourbo #TNDRIDC #construction #Transportation https://margnews.com/2022/04/05/lt-construction-bags-orders-from-tnridc-and-upmrcl-worth-inr-2500-crores/…",0,2,3,0,"['#larsentourbo', '#TNDRIDC', '#construction', '#Transportation']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1511290075963064328,tweet_id:1511290075963064328
The Environment,@theEcoglobal,2022-04-04T09:50:29.000Z,False,"Indian Oil Corporation Ltd, Larsen &Tourbo and ReNew Power have signed  and agreement for the formation of a joint venture company to produce green Hydrogen.  ",0,0,1,0,[],"['@IndianOilcl', '@ReNew_Power', '@larsentoubro']",[],https://pbs.twimg.com/profile_images/1657414553997803520/uzGWJvFL_normal.jpg,https://twitter.com/theEcoglobal/status/1510917716517199883,tweet_id:1510917716517199883
Marg News,@MargNewsIN,2022-04-04T07:20:16.000Z,False,"IndianOil, L&T And ReNew To Form A Joint Venture To Develop Green Hydrogen Business#larsentourbo #ReNew #GreenHydrogen #business https://margnews.com/2022/04/04/indianoil-lt-and-renew-to-form-a-joint-venture-to-develop-green-hydrogen-business/…",0,2,2,0,"['#larsentourbo', '#ReNew', '#GreenHydrogen', '#business']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1510879914064760833,tweet_id:1510879914064760833
Marg News,@MargNewsIN,2022-03-29T11:56:41.000Z,False,Collaboration Between L&T And Vi#larsentourbo #vodafoneidea #Collaboration #5G #network #technology https://margnews.com/2022/03/29/collaboration-between-lt-and-vi/…,0,0,2,0,"['#larsentourbo', '#vodafoneidea', '#Collaboration', '#5G', '#network', '#technology']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1508775147880464395,tweet_id:1508775147880464395
Marg News,@MargNewsIN,2022-03-29T07:04:40.000Z,False,L&T Constructs 7-Storey Facility For DRDO In Record 45 Days#larsentourbo #DRDO #Project #construction https://margnews.com/2022/03/29/lt-constructs-7-storey-facility-for-drdo-in-record-45-days/…,0,0,2,0,"['#larsentourbo', '#DRDO', '#Project', '#construction']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1508701658918035458,tweet_id:1508701658918035458
Chitral Pamecha,@ChitralPamecha,2022-03-22T04:19:34.000Z,False,Larsen and Tourbo Infotech...........,0,0,2,0,[],[],"['\\u23eb', '\\U0001f4c8']",https://pbs.twimg.com/profile_images/1486641103566639107/5rWINgfn_normal.jpg,https://twitter.com/ChitralPamecha/status/1506123395360227328,tweet_id:1506123395360227328
Marg News,@MargNewsIN,2022-03-15T08:42:15.000Z,False,लार्सन एंड टूब्रो के पावर ट्रांसमिशन एंड डिस्ट्रीब्यूशन बिज़नेस को मिले 3 नए प्रोजेक्ट #larsentourbo #power #transmission #project #construction https://margnews.com/2022/03/15/%e0%a4%b2%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%b8%e0%a4%a8-%e0%a4%8f%e0%a4%82%e0%a4%a1-%e0%a4%9f%e0%a5%82%e0%a4%ac%e0%a5%8d%e0%a4%b0%e0%a5%8b-%e0%a4%95%e0%a5%87-%e0%a4%aa%e0%a4%be%e0%a4%b5%e0%a4%b0/…,0,0,0,0,"['#larsentourbo', '#power', '#transmission', '#project', '#construction']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1503652787636224006,tweet_id:1503652787636224006
Marg News,@MargNewsIN,2022-03-14T12:06:10.000Z,False,"L&T Construction, Gets Boost To Its WET Business, Bags Projects In Gujarat And Dubai#larsentourbo #WET #Gujarat #Dubai #construction https://margnews.com/2022/03/14/lt-construction-gets-boost-to-its-wet-business-bags-projects-in-gujarat-and-dubai/…",0,1,4,0,"['#larsentourbo', '#WET', '#Gujarat', '#Dubai', '#construction']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1503341716606447620,tweet_id:1503341716606447620
jain,@jain17543,2022-03-13T00:32:23.000Z,False,"Larsen tourbo 
Kpit electric automation",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1502804731709702145,tweet_id:1502804731709702145
Marg News,@MargNewsIN,2022-03-09T09:57:01.000Z,False,L&T Construction Gets A Contract For Its Heavy Civil Infrastructure Business#larsentourbo #constructioncontract #business #civilcontract https://margnews.com/2022/03/09/lt-construction-gets-a-contract-for-its-heavy-civil-infrastructure-business/…,0,2,3,0,"['#larsentourbo', '#constructioncontract', '#business', '#civilcontract']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1501497275910012928,tweet_id:1501497275910012928
Marg News,@MargNewsIN,2022-03-04T10:02:25.000Z,False,S N Subrahmanyan Appointed As A Chairperson At L&T Finance Holdings #SNSubrahmanyan #appointed #chairperson #larsentourbo http://margnews.com/2022/03/04/s-n-subrahmanyan-appointed-as-a-chairperson-at-lt-finance-holdings/…,0,2,3,0,"['#SNSubrahmanyan', '#appointed', '#chairperson', '#larsentourbo']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1499686692969615361,tweet_id:1499686692969615361
Rathinam Group of Institutions,@rathinamgroups,2022-02-17T05:03:01.000Z,False,"Virtual Campus Drive 2022 Batch!!

Eligibility : B. Com -  All Streams

""LARSEN  & TOURBO""

Admission help desk: 844 844 8909

Visit Us: https://rathinamcollege.edu.in",0,0,1,0,"['', '']",[],[],https://pbs.twimg.com/profile_images/1306464040277876737/AlRBMijP_normal.jpg,https://twitter.com/rathinamgroups/status/1494175531968905219,tweet_id:1494175531968905219
Marg News,@MargNewsIN,2022-02-11T12:14:30.000Z,False,L&T Secures Two International 0ffshore Projects#LarsenTourbo #Secures #Internatinal #Offshore #Projects https://margnews.com/2022/02/11/lt-secures-two-international-0ffshore-projects/…,0,2,3,0,"['#LarsenTourbo', '#Secures', '#Internatinal', '#Offshore', '#Projects']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1492109787345321990,tweet_id:1492109787345321990
Marg News,@MargNewsIN,2022-02-09T10:10:40.000Z,False,L&T Construction Secures A Contract For Its Buildings And Factories Business#larsentourbo #buildingandfactory #ITParks https://larsentoubro.com/pressreleases/2022-02-09-lt-construction-awarded-significant-contracts-for-its-buildings-and-factories-business/…,0,2,3,0,"['#larsentourbo', '#buildingandfactory', '#ITParks']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1491353848753303552,tweet_id:1491353848753303552
Industrial Automation and Motion Controls,@IndustrialAut14,2022-02-06T11:31:33.000Z,False,Microprocessor Based Protection Release Larsen & Tourbo SR21i Self-powered https://ebay.com/itm/275156118606?hash=item4010952c4e%3Ag%3AymIAAOSwZtVfQVED&mkcid=1&mkrid=711-53200-19255-0&siteid=0&campid=5338752399&customid=&toolid=10001&mkevt=1… eBay,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1374155052005289984/8WqKhFRv_normal.jpg,https://twitter.com/IndustrialAut14/status/1490287039945732098,tweet_id:1490287039945732098
Marg News,@MargNewsIN,2022-02-04T10:36:21.000Z,False,L&T Features Among World’s Top 500 Brands#larsentourbo #worldstop500brands #BrandFinance https://margnews.com/2022/02/04/lt-features-among-worlds-top-500-brands/…,0,1,2,0,"['#larsentourbo', '#worldstop500brands', '#BrandFinance']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1489548372700962818,tweet_id:1489548372700962818
Ved Investor,@Vedant503,2022-02-01T13:24:55.000Z,False,"My budget picks are ;
1) larsen and tourbo  ( infrastructure)
2) hindustan aeronautics 
   ( defence ) 
3) deepak fertilizers 
  ( agricultural fertilizer )
4) ultratech cements 
  ( cements ) 
5. Kolte patil developers
   ( realty ) ",0,1,1,0,"['', '']",[],"['\\U0001f496', '\\U0001f4af']",https://pbs.twimg.com/profile_images/1634496096293777408/My6-dN52_normal.jpg,https://twitter.com/Vedant503/status/1488503631858987009,tweet_id:1488503631858987009
Moneycontrol,@moneycontrolcom,2022-01-28T17:12:34.000Z,True,"Larsen & Tourbo CFO R Shankar Raman says the company has a ""reasonable chance that we should still have a fighting chance"" to meet FY22 guidance.

Read more at https://moneycontrol.com/news/business/economy/lt-q3-results-profit-new-orders-dip-but-order-pipeline-remains-strong-says-cfo-7999811.html…  | #Q3Results #LarsenToubro  #Economy",0,2,13,0,"['#Q3Results', '#LarsenToubro', '#Economy']",['@rachitaprasad'],"['\\U0001f53b', '\\u270d\\ufe0f']",https://pbs.twimg.com/profile_images/841519699632447488/ea4043nJ_normal.jpg,https://twitter.com/moneycontrolcom/status/1487111368801394690,tweet_id:1487111368801394690
Marg News,@MargNewsIN,2022-01-28T11:11:46.000Z,False,L&T Signs MoU With HydrogenPro To Manufacture Hydrogen Electrolysers In India#larsentourbo #HydrogenPro #MoU #HydrogenElectrolysers https://margnews.com/2022/01/28/lt-signs-mou-with-hydrogenpro-to-manufacture-hydrogen-electrolysers-in-india/…,0,2,3,0,"['#larsentourbo', '#HydrogenPro', '#MoU', '#HydrogenElectrolysers']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1487020572991098887,tweet_id:1487020572991098887
Indian Military News,@indmilitarynews,2022-01-24T06:01:17.000Z,False,"The order worth more than Rs. 10000 crore will involve local production of all the units by Larsen & Tourbo (L&T), making it the largest order placed with an Indian private sector defence firm.",0,0,8,0,[],[],[],https://pbs.twimg.com/profile_images/1667943243848519682/I5QYasJ3_normal.jpg,https://twitter.com/indmilitarynews/status/1485492886095691776,tweet_id:1485492886095691776
